City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
181,longjiang,-71.24003121585469,18.106059900945866,-18.85,76,100,4.51,za,1680639545
182,kimbe,-5.088983376007178,164.12516238921637,28.77,74,64,4.98,sb,1680639545
183,tromso,-7.403627063065954,166.04674834937856,28.59,76,34,4.49,sb,1680639545
184,olinda,-60.067103945789086,84.46500037767066,0.23,85,97,8.89,au,1680639545
185,leningradskiy,67.88889341710768,166.27440541056802,-25.22,87,15,1.47,ru,1680639546
186,east london,-72.68574097398326,-45.501931064065644,-0.01,87,100,12.0,ar,1680639546
187,beckley,-58.84515467489908,69.02935672427355,0.07,94,100,9.42,re,1680639546
188,san joaquin,86.14504375943,-115.42287614263476,-29.54,100,39,2.69,ca,1680639547
189,koumac,-36.700162804736955,-28.284116049711372,17.3,65,21,5.66,br,1680639547
190,port elizabeth,86.30476593813904,-115.76210095793635,-29.54,100,42,2.84,ca,1680639547
191,concordia,-6.250687272980983,-93.30732117684424,27.56,72,99,5.61,ec,1680639548
192,yarmouth,28.861996206502113,176.53649228449603,21.15,90,45,7.42,ki,1680639548
193,cabo san lucas,87.28388279807365,113.02018901000156,-28.63,100,85,4.69,ru,1680639549
194,tadepallegudem,4.673505747144105,146.5379907649073,25.96,88,100,4.66,pg,1680639549
195,mehamn,-19.94433282470753,48.96990241955132,26.76,78,11,2.52,mg,1680639550
196,nouakchott,53.36766498742992,66.38667782782943,0.2,78,64,2.88,kz,1680639550
197,gorontalo,29.954749137340855,55.26155401863318,12.5,21,0,4.42,ir,1680639551
198,barmer,5.593006276574016,164.2113741591674,27.95,80,100,7.08,ki,1680639551
199,vredendal,-11.897890244162966,105.18460412975287,27.0,68,46,0.5,id,1680639552
200,yakeshi,-33.94197212712905,-120.88260390664652,20.45,91,100,7.08,pf,1680639552
201,ancud,-77.48015253281393,44.25960369448981,-40.15,100,100,3.89,za,1680639552
202,altamont,-86.21179136703718,-70.90493909824492,-33.27,57,0,10.2,ar,1680639553
203,faya,85.03174229916343,10.011210116303744,-31.67,100,43,3.61,sj,1680639553
204,san patricio,29.748460166216006,142.6756796538063,15.13,62,0,8.41,jp,1680639553
205,nizhneyansk,56.101019720411955,59.95297986183459,5.12,87,90,1.78,ru,1680639554
206,cherskiy,-79.56429824567536,-19.962674067426065,-31.75,75,16,4.38,ar,1680639554
207,lasa,-49.267375112204235,-34.65219168999158,5.01,78,15,2.7,uy,1680639554
208,obidos,62.827410012533505,-89.62449707461988,-16.66,86,100,2.2,ca,1680639554
209,kasongo-lunda,60.536301285529504,94.73664148535681,-15.63,94,97,3.37,ru,1680639555
210,itapecerica,85.7097025096879,-45.87875206767532,-31.39,100,31,1.41,gl,1680639555
211,mbala,-64.53211441164126,22.496713534495512,-1.15,78,59,3.62,za,1680639555
212,lebu,-25.520156390201763,-29.59076528821987,24.45,59,100,6.54,br,1680639556
213,sao joao da barra,76.71998120786543,85.46579626010981,-30.64,100,100,3.41,ru,1680639556
214,vao,81.28705180440699,-158.16539040996838,-25.25,97,90,5.14,us,1680639556
215,shrigonda,-28.969696901470122,-134.60528205723202,23.69,69,0,8.92,pf,1680639556
216,zhangye,40.118375559007745,20.20176935068747,6.18,90,100,2.68,al,1680639557
217,sola,-5.30641357612447,-49.61937864115458,27.18,79,33,1.53,br,1680639557
218,hirado,-3.9502275937783793,-146.20010315819022,27.54,77,8,6.45,pf,1680639557
219,caravelas,-79.29233292381865,-13.439128599072262,-37.8,93,44,4.95,za,1680639558
220,pangnirtung,79.52011026679901,-67.2301848683256,-29.83,94,12,0.93,gl,1680639558
221,rawson,-67.27446166140462,15.240605275722316,-5.56,74,100,6.04,za,1680639558
222,wajir,-60.07419368503906,-85.8455435423829,2.66,70,93,8.18,cl,1680639559
223,saleaula,-36.02246870949094,133.8470920127744,18.38,81,98,10.78,au,1680639559
224,matara,86.08192417649059,-49.0404521678951,-31.0,100,29,1.58,gl,1680639559
225,dutlwe,-77.40671280092208,160.23045558652547,-27.65,45,11,12.33,nz,1680639560
226,akonolinga,89.34633987726792,-166.68987277668916,-31.24,100,53,3.79,us,1680639560
227,phan thiet,-44.862960787565186,-4.965101273669831,11.78,95,100,5.74,za,1680639560
228,aklavik,-70.59455426704133,22.05298522622698,-16.81,72,100,7.21,za,1680639561
229,marstal,-16.496174737362608,-155.9717303337759,28.36,73,48,4.51,pf,1680639561
230,gat,13.694233280129339,-36.02585029070684,23.57,74,98,6.91,cv,1680639562
231,kirovskiy,-53.4448267346225,-163.38776238573226,10.85,93,100,12.54,ck,1680639562
232,rabo de peixe,19.827462918255677,-1.2296102884066613,30.66,5,45,4.15,ml,1680639562
233,minna,-45.464028502498344,100.6789587005789,8.56,64,71,8.1,au,1680639562
234,ribeira grande,-13.157035113610377,29.289496169335763,16.46,97,99,1.72,zm,1680639563
235,tura,10.876922362345525,-53.75242184265667,25.61,76,24,8.07,sr,1680639563
236,flinders,-0.12662962552832369,97.34735882934103,27.79,76,74,5.71,id,1680639563
237,tuktoyaktuk,-63.11610327219611,61.006986827642095,-0.79,72,87,3.37,mg,1680639564
238,sakakah,79.61000645635843,-30.385439716450463,-39.91,99,24,2.81,gl,1680639564
239,krasnyy chikoy,3.4988956340752537,69.46799297092949,28.14,68,48,3.75,mv,1680639564
240,conde,43.859899349684156,-151.50164735728129,9.47,97,100,7.03,us,1680639565
241,komsomolskiy,32.77381552618715,-169.3999973598933,17.47,80,41,2.66,us,1680639565
242,qixia,-70.56585816205379,74.2569741219458,-21.08,77,57,7.63,re,1680639565
243,hasaki,-69.33219880727869,149.58228338403615,-21.09,59,4,10.01,au,1680639566
244,mpanda,-34.70503369350995,-120.40423068973762,19.31,89,100,9.3,pf,1680639566
245,litayen,-29.645347011396005,35.17592402630618,23.94,73,35,8.46,za,1680639566
246,okha,-19.73674820757641,-164.75200017558512,25.39,65,25,2.81,ck,1680639567
247,ribas do rio pardo,-47.77224673740554,129.79999722841217,8.56,71,100,5.34,au,1680639567
248,lleida,-42.85838964798963,73.25948809099685,14.6,70,56,8.17,mu,1680639567
249,nikolskoye,-29.731780434913624,22.842940751527607,19.52,28,1,2.55,za,1680639567
250,lohardaga,-57.976952456944474,-128.28888866723975,0.57,61,100,8.6,pf,1680639568
251,fort beaufort,-30.237756011287942,173.91067689343163,20.73,63,100,5.43,nz,1680639568
252,kytlym,22.608330808002805,140.21259623099752,21.37,58,0,12.51,jp,1680639568
253,nome,18.19653795528164,176.80706644096097,24.99,67,67,7.44,ki,1680639569
254,rio gallegos,-58.578016462489096,160.95462005187665,1.71,78,100,3.37,nz,1680639569
255,bafq,-44.81207928389698,-54.80631016698027,13.05,60,8,1.87,ar,1680639569
256,bocas del toro,7.71285285024797,53.32106632266368,27.99,77,13,5.46,so,1680639569
257,maputo,-13.919556185323017,161.9813303658372,28.91,76,100,5.54,sb,1680639570
258,srednekolymsk,55.78114204782011,179.787514274179,1.65,74,100,4.59,ru,1680639570
259,masaka,84.9945856212752,-21.75744327766415,-31.64,100,29,2.23,gl,1680639570
260,jardim,24.410438642795555,96.83312762891933,17.45,65,0,1.13,mm,1680639571
261,boden,53.795221142032176,-68.83607651961364,-9.14,85,100,8.92,ca,1680639571
262,palmer,-67.37523832300299,155.0004544089466,-5.74,88,100,9.19,nz,1680639572
263,monte alegre de minas,65.28411810700138,75.0715204472638,-15.15,75,9,6.64,ru,1680639572
264,ballymena,-52.3060086810982,2.6545578796996665,0.54,74,99,2.33,za,1680639573
265,torbay,88.38319684828534,-163.64382311858577,-30.25,99,35,3.94,us,1680639573
266,marcona,-19.056625504328096,4.185226581423706,22.34,83,22,8.26,ao,1680639573
267,khandyga,-2.939909167118799,-23.049622004007347,27.94,68,29,1.32,sh,1680639574
268,hobyo,50.505307380936046,31.379673770866276,3.61,91,100,4.5,ua,1680639574
269,lima,-46.78661201010928,176.67719958827502,13.63,87,69,7.34,nz,1680639574
270,labutta,-21.42295866440989,-2.216886756801955,23.02,80,100,7.93,sh,1680639575
271,guerrero negro,-89.07701847392465,-146.4157540621907,-35.49,92,100,5.6,pf,1680639575
272,isangel,-12.132587536744879,-58.08034452210836,26.97,82,46,0.79,br,1680639575
273,ikwiriri,-84.30483138247112,-159.57771807506887,-36.37,93,100,2.61,pf,1680639576
274,nemuro,63.306912440160716,172.4565003475485,-19.12,99,100,1.69,ru,1680639576
275,formoso do araguaia,-17.682332726983375,96.87899378567613,25.08,84,99,7.52,id,1680639576
276,yining,-26.563890176603927,-77.28526876906447,19.33,72,2,5.09,cl,1680639577
277,prince rupert,-36.344012188740486,74.11573716224026,17.87,66,22,8.04,mu,1680639577
278,simbahan,22.365728180637618,146.49432328139847,20.73,58,35,14.1,jp,1680639577
279,souillac,63.73224115776148,-43.12123013911378,-13.14,95,100,4.43,gl,1680639578
280,ramsar,-48.100206465258594,-86.08632865646406,9.74,87,100,11.72,cl,1680639578
281,gwadar,-46.890103677189984,8.079859853300661,5.0,79,100,5.97,za,1680639578
282,sangmelima,63.67456842885369,106.87299322515958,-33.35,99,51,1.73,ru,1680639579
283,malwan,-42.2596905677437,73.70965219678752,14.28,70,2,7.18,mu,1680639579
